loan_id,cust_id,loan_amount,loan_term,loan_type,overdue_days,issue_date,is_default,age,income,education,cust_level,register_years,age_group
L000542,C000118,1970000,36,装修贷,0,2023-11-26,0,25,20080,本科,普通,2021,18-25岁
L000543,C000850,190000,36,经营贷,0,2023-11-26,0,22,20270,大专及以下,普通,2020,18-25岁
L000544,C000367,1300000,48,经营贷,0,2023-11-27,0,51,26730,本科,普通,2025,46-55岁
L000545,C000850,120000,12,消费贷,0,2023-11-28,0,22,20270,大专及以下,普通,2020,18-25岁
L000546,C000066,810000,24,经营贷,0,2023-11-28,0,52,26900,研究生及以上,普通,2022,46-55岁
L000547,C000970,3300000,12,经营贷,0,2023-11-29,0,38,95000,研究生及以上,普通,2024,36-45岁
L000548,C000813,3540000,36,经营贷,0,2023-11-30,0,52,87190,大专及以下,普通,2021,46-55岁
L000549,C000370,2620000,12,消费贷,0,2023-11-30,0,50,85280,大专及以下,金卡,2020,46-55岁
L000550,C000175,3920000,36,装修贷,0,2023-12-01,0,46,23040,本科,普通,2024,46-55岁
L000551,C000831,1250000,48,经营贷,0,2023-12-01,0,66,25300,研究生及以上,普通,2021,66-75岁
L000552,C000588,3070000,48,装修贷,30,2023-12-02,1,29,20130,大专及以下,普通,2022,26-35岁
L000553,C000495,2670000,48,经营贷,0,2023-12-03,0,54,16000,大专及以下,金卡,2021,46-55岁
L000554,C000973,4470000,36,经营贷,0,2023-12-03,0,22,67380,大专及以下,金卡,2024,18-25岁
L000555,C000114,4410000,12,消费贷,3,2023-12-04,0,41,94100,大专及以下,金卡,2024,36-45岁
L000557,C000761,1400000,24,装修贷,10,2023-12-05,0,28,33240,本科,普通,2023,26-35岁
L000558,C000439,3290000,36,消费贷,0,2023-12-06,0,53,58600,大专及以下,普通,2024,46-55岁
L000559,C000715,20000,24,消费贷,60,2023-12-06,1,39,29440,本科,普通,2022,36-45岁
L000560,C000147,80000,48,消费贷,0,2023-12-07,0,31,79040,大专及以下,金卡,2020,26-35岁
L000561,C000035,2500000,12,消费贷,0,2023-12-07,0,59,63880,大专及以下,普通,2025,56-65岁
L000562,C000999,1390000,36,装修贷,10,2023-12-08,0,69,10860,大专及以下,金卡,2020,66-75岁
L000563,C000309,1240000,24,装修贷,0,2023-12-09,0,58,1540,大专及以下,普通,2022,56-65岁
L000564,C000538,3090000,24,消费贷,0,2023-12-09,0,43,95540,大专及以下,普通,2025,36-45岁
L000565,C000750,2280000,24,消费贷,3,2023-12-10,0,55,11500,研究生及以上,金卡,2021,46-55岁
L000566,C000014,100000,12,经营贷,0,2023-12-10,0,70,28970,本科,普通,2025,66-75岁
L000567,C000374,4690000,12,经营贷,0,2023-12-11,0,22,14010,大专及以下,普通,2023,18-25岁
L000568,C000557,2120000,12,装修贷,0,2023-12-12,0,22,27320,研究生及以上,普通,2025,18-25岁
L000569,C000428,1120000,36,经营贷,0,2023-12-12,0,65,18620,本科,普通,2024,56-65岁
L000570,C000728,80000,12,消费贷,10,2023-12-13,0,44,17820,大专及以下,普通,2023,36-45岁
L000571,C000233,2920000,36,经营贷,90,2023-12-14,1,66,31720,本科,普通,2021,66-75岁
L000572,C000705,4770000,24,装修贷,0,2023-12-14,0,19,91980,本科,普通,2024,18-25岁
L000573,C000563,3620000,24,经营贷,0,2023-12-15,0,19,92300,大专及以下,普通,2023,18-25岁
L000574,C000939,4600000,48,经营贷,0,2023-12-15,0,60,99470,本科,金卡,2024,56-65岁
L000576,C000726,140000,24,经营贷,30,2023-12-17,1,61,65460,大专及以下,普通,2022,56-65岁
L000577,C000663,2400000,12,经营贷,0,2023-12-17,0,64,98390,大专及以下,普通,2022,56-65岁
L000578,C000440,4380000,36,消费贷,0,2023-12-18,0,62,13400,本科,金卡,2020,56-65岁
L000580,C000275,4690000,12,消费贷,30,2023-12-19,1,37,38010,大专及以下,金卡,2020,36-45岁
L000581,C000850,3420000,24,消费贷,0,2023-12-20,0,22,20270,大专及以下,普通,2020,18-25岁
L000582,C000076,1490000,24,消费贷,0,2023-12-20,0,21,89370,本科,金卡,2023,18-25岁
L000583,C000439,2360000,12,消费贷,0,2023-12-21,0,53,58600,大专及以下,普通,2024,46-55岁
L000584,C000732,3060000,24,经营贷,60,2023-12-21,1,56,36980,本科,普通,2025,56-65岁
L000585,C000860,4780000,24,消费贷,0,2023-12-22,0,27,30200,大专及以下,普通,2023,26-35岁
L000586,C000956,1670000,24,消费贷,0,2023-12-23,0,49,43930,大专及以下,普通,2024,46-55岁
L000587,C000699,200000,24,装修贷,0,2023-12-23,0,30,90540,大专及以下,普通,2022,26-35岁
L000588,C000289,2160000,36,经营贷,0,2023-12-24,0,67,97920,大专及以下,普通,2025,66-75岁
L000589,C000915,3430000,24,经营贷,0,2023-12-24,0,69,34740,本科,普通,2021,66-75岁
L000590,C000540,1350000,48,消费贷,30,2023-12-25,1,38,71690,本科,金卡,2025,36-45岁
L000591,C000891,3930000,24,经营贷,10,2023-12-26,0,47,69950,本科,普通,2023,46-55岁
L000592,C000692,1290000,12,消费贷,90,2023-12-26,1,26,64530,大专及以下,普通,2020,26-35岁
L000593,C000253,4100000,48,装修贷,0,2023-12-27,0,55,87660,本科,普通,2024,46-55岁
L000594,C000126,4220000,36,消费贷,3,2023-12-28,0,45,55150,大专及以下,金卡,2023,36-45岁
L000595,C000177,2940000,48,经营贷,10,2023-12-28,0,30,10500,本科,普通,2020,26-35岁
L000596,C000037,2460000,48,消费贷,0,2023-12-29,0,33,62680,大专及以下,金卡,2024,26-35岁
L000597,C000410,1890000,48,经营贷,0,2023-12-29,0,57,84400,研究生及以上,普通,2023,56-65岁
L000598,C000611,440000,12,经营贷,0,2023-12-30,0,28,97100,大专及以下,普通,2025,26-35岁
L000599,C000610,860000,12,消费贷,10,2023-12-31,0,62,98520,本科,普通,2021,56-65岁
L000600,C000127,440000,12,消费贷,0,2023-12-31,0,24,34910,大专及以下,普通,2025,18-25岁
L000601,C000483,3300000,36,经营贷,30,2024-01-01,1,57,86920,大专及以下,钻石,2021,56-65岁
L000602,C000168,3750000,12,装修贷,0,2024-01-01,0,47,58420,研究生及以上,金卡,2020,46-55岁
L000603,C000592,4460000,12,装修贷,3,2024-01-02,0,68,91410,本科,普通,2024,66-75岁
L000604,C000294,3780000,48,消费贷,0,2024-01-03,0,52,8680,大专及以下,普通,2021,46-55岁
L000605,C000845,3900000,12,消费贷,3,2024-01-03,0,38,13660,本科,普通,2023,36-45岁
L000606,C000638,1450000,24,装修贷,0,2024-01-04,0,42,74140,大专及以下,金卡,2023,36-45岁
L000607,C000343,510000,12,经营贷,30,2024-01-04,1,50,14080,大专及以下,钻石,2021,46-55岁
L000608,C000310,2420000,36,经营贷,0,2024-01-05,0,52,77430,大专及以下,钻石,2022,46-55岁
L000609,C000662,2940000,36,装修贷,0,2024-01-06,0,36,88800,本科,普通,2021,36-45岁
L000610,C000528,4080000,24,装修贷,0,2024-01-06,0,22,6450,大专及以下,金卡,2025,18-25岁
L000611,C000540,510000,36,经营贷,0,2024-01-07,0,38,71690,本科,金卡,2025,36-45岁
L000612,C000419,2660000,36,消费贷,0,2024-01-08,0,44,42500,本科,金卡,2021,36-45岁
L000613,C000444,1200000,48,消费贷,0,2024-01-08,0,63,62850,本科,普通,2020,56-65岁
L000614,C000685,2000000,24,经营贷,10,2024-01-09,0,40,11400,本科,普通,2021,36-45岁
L000615,C000558,4050000,48,消费贷,0,2024-01-09,0,62,45940,大专及以下,普通,2025,56-65岁
L000616,C000840,2480000,48,消费贷,0,2024-01-10,0,50,50040,大专及以下,普通,2022,46-55岁
L000617,C000236,700000,12,消费贷,0,2024-01-11,0,45,47620,大专及以下,普通,2023,36-45岁
L000618,C000439,3410000,24,消费贷,0,2024-01-11,0,53,58600,大专及以下,普通,2024,46-55岁
L000619,C000214,570000,12,经营贷,60,2024-01-12,1,61,39760,本科,普通,2022,56-65岁
L000620,C000085,3820000,12,经营贷,0,2024-01-12,0,48,90150,本科,普通,2025,46-55岁
L000621,C000794,390000,48,消费贷,30,2024-01-13,1,25,88830,大专及以下,普通,2025,18-25岁
L000622,C000744,4720000,36,消费贷,0,2024-01-14,0,20,10840,大专及以下,普通,2020,18-25岁
L000623,C000085,2890000,24,装修贷,0,2024-01-14,0,48,90150,本科,普通,2025,46-55岁
L000624,C000921,4430000,36,消费贷,10,2024-01-15,0,59,58240,大专及以下,金卡,2021,56-65岁
L000625,C000489,180000,48,经营贷,0,2024-01-15,0,47,89200,本科,金卡,2023,46-55岁
L000626,C000065,4400000,48,装修贷,0,2024-01-16,0,64,85340,大专及以下,普通,2022,56-65岁
L000627,C000646,2200000,48,消费贷,0,2024-01-17,0,42,43860,大专及以下,金卡,2023,36-45岁
L000628,C000663,3130000,48,经营贷,10,2024-01-17,0,64,98390,大专及以下,普通,2022,56-65岁
L000629,C000627,2440000,48,装修贷,0,2024-01-18,0,66,96160,大专及以下,普通,2025,66-75岁
L000630,C000064,3520000,48,消费贷,0,2024-01-18,0,25,94520,研究生及以上,金卡,2020,18-25岁
L000631,C000343,4600000,36,经营贷,0,2024-01-19,0,50,14080,大专及以下,钻石,2021,46-55岁
L000632,C000939,3040000,12,消费贷,0,2024-01-20,0,60,99470,本科,金卡,2024,56-65岁
L000633,C000875,2980000,36,消费贷,90,2024-01-20,1,57,10550,大专及以下,普通,2024,56-65岁
L000634,C000919,2830000,24,装修贷,0,2024-01-21,0,32,7290,本科,金卡,2021,26-35岁
L000635,C000352,740000,36,装修贷,0,2024-01-22,0,50,45910,大专及以下,普通,2022,46-55岁
L000636,C000158,1100000,48,经营贷,10,2024-01-22,0,43,20970,大专及以下,金卡,2022,36-45岁
L000637,C000589,1800000,36,消费贷,0,2024-01-23,0,48,98880,本科,金卡,2023,46-55岁
L000638,C000491,4260000,12,消费贷,0,2024-01-23,0,34,43320,大专及以下,普通,2025,26-35岁
L000639,C000658,320000,24,经营贷,0,2024-01-24,0,45,38410,本科,普通,2025,36-45岁
L000640,C000855,2340000,36,消费贷,0,2024-01-25,0,70,37650,大专及以下,金卡,2021,66-75岁
L000641,C000463,2820000,12,经营贷,0,2024-01-25,0,59,42070,大专及以下,普通,2021,56-65岁
L000642,C000225,250000,36,经营贷,0,2024-01-26,0,29,18920,大专及以下,普通,2024,26-35岁
L000643,C000917,3310000,24,经营贷,0,2024-01-26,0,50,35660,本科,普通,2020,46-55岁
L000644,C000313,2790000,36,经营贷,0,2024-01-27,0,33,60540,大专及以下,普通,2020,26-35岁
L000645,C000615,2260000,48,消费贷,0,2024-01-28,0,38,10740,本科,金卡,2024,36-45岁
L000646,C000919,570000,36,消费贷,0,2024-01-28,0,32,7290,本科,金卡,2021,26-35岁
L000647,C000859,1800000,12,消费贷,0,2024-01-29,0,54,86030,研究生及以上,普通,2022,46-55岁
L000648,C000813,2320000,36,经营贷,60,2024-01-29,1,52,87190,大专及以下,普通,2021,46-55岁
L000649,C000940,3820000,12,经营贷,0,2024-01-30,0,60,98710,大专及以下,钻石,2023,56-65岁
L000650,C000466,3430000,24,经营贷,3,2024-01-31,0,60,4380,大专及以下,金卡,2024,56-65岁
L000651,C000088,4770000,36,经营贷,0,2024-01-31,0,25,63830,大专及以下,普通,2021,18-25岁
L000652,C000883,2870000,24,装修贷,10,2024-02-01,0,51,14940,大专及以下,普通,2021,46-55岁
L000653,C000303,640000,24,消费贷,30,2024-02-01,1,65,34350,大专及以下,金卡,2025,56-65岁
L000654,C000680,4550000,36,消费贷,0,2024-02-02,0,56,3770,本科,普通,2020,56-65岁
L000655,C000435,2320000,12,消费贷,0,2024-02-03,0,42,16240,大专及以下,普通,2025,36-45岁
L000656,C000682,2890000,24,经营贷,0,2024-02-03,0,48,19870,本科,金卡,2021,46-55岁
L000657,C000135,2130000,24,消费贷,0,2024-02-04,0,41,96060,本科,金卡,2023,36-45岁
L000658,C000050,2580000,36,装修贷,0,2024-02-05,0,35,28390,大专及以下,普通,2023,26-35岁
L000659,C000432,180000,36,经营贷,10,2024-02-05,0,43,5810,大专及以下,普通,2024,36-45岁
L000660,C000340,1750000,36,装修贷,0,2024-02-06,0,53,37950,大专及以下,普通,2022,46-55岁
L000661,C000347,4170000,36,装修贷,0,2024-02-06,0,37,61350,大专及以下,金卡,2023,36-45岁
L000662,C000646,2290000,36,消费贷,0,2024-02-07,0,42,43860,大专及以下,金卡,2023,36-45岁
L000663,C000347,2260000,48,消费贷,0,2024-02-08,0,37,61350,大专及以下,金卡,2023,36-45岁
L000664,C000649,840000,36,经营贷,30,2024-02-08,1,36,48950,本科,普通,2020,36-45岁
L000665,C000245,2910000,12,消费贷,10,2024-02-09,0,61,43120,研究生及以上,普通,2021,56-65岁
L000666,C000109,4350000,24,消费贷,0,2024-02-09,0,26,14420,本科,普通,2023,26-35岁
L000667,C000825,3700000,12,经营贷,0,2024-02-10,0,22,90070,大专及以下,普通,2024,18-25岁
L000668,C000799,2460000,12,消费贷,0,2024-02-11,0,58,81320,本科,普通,2023,56-65岁
L000669,C000533,4020000,48,经营贷,3,2024-02-11,0,69,21320,大专及以下,金卡,2024,66-75岁
L000670,C000090,1100000,36,经营贷,0,2024-02-12,0,40,63330,大专及以下,普通,2021,36-45岁
L000671,C000296,2540000,24,消费贷,0,2024-02-12,0,33,67450,大专及以下,普通,2023,26-35岁
L000672,C000112,880000,12,消费贷,10,2024-02-13,0,61,20940,大专及以下,普通,2020,56-65岁
L000673,C000813,720000,36,消费贷,0,2024-02-14,0,52,87190,大专及以下,普通,2021,46-55岁
L000674,C000589,3810000,36,经营贷,10,2024-02-14,0,48,98880,本科,金卡,2023,46-55岁
L000675,C000177,300000,48,消费贷,0,2024-02-15,0,30,10500,本科,普通,2020,26-35岁
L000676,C000343,1720000,48,装修贷,30,2024-02-15,1,50,14080,大专及以下,钻石,2021,46-55岁
L000677,C000660,3090000,48,消费贷,0,2024-02-16,0,48,40980,大专及以下,金卡,2024,46-55岁
L000678,C000101,3940000,24,消费贷,0,2024-02-17,0,62,61380,本科,普通,2024,56-65岁
L000679,C000758,3430000,12,消费贷,0,2024-02-17,0,38,30460,研究生及以上,普通,2025,36-45岁
L000680,C000629,4360000,48,消费贷,10,2024-02-18,0,49,24960,大专及以下,金卡,2023,46-55岁
L000681,C000604,1770000,48,消费贷,0,2024-02-19,0,68,75900,大专及以下,钻石,2022,66-75岁
L000682,C000401,1390000,48,经营贷,0,2024-02-19,0,49,37290,本科,普通,2020,46-55岁
L000683,C000028,1940000,12,经营贷,0,2024-02-20,0,50,11620,大专及以下,普通,2025,46-55岁
L000684,C000937,1860000,12,消费贷,0,2024-02-20,0,19,62160,大专及以下,金卡,2024,18-25岁
L000685,C000962,2180000,48,消费贷,0,2024-02-21,0,68,46850,大专及以下,普通,2020,66-75岁
L000686,C000537,1640000,48,经营贷,30,2024-02-22,1,43,18710,本科,普通,2023,36-45岁
L000687,C000058,1610000,36,经营贷,0,2024-02-22,0,19,17050,大专及以下,普通,2025,18-25岁
L000688,C000498,4310000,48,消费贷,0,2024-02-23,0,40,51850,本科,普通,2023,36-45岁
L000689,C000297,130000,24,装修贷,0,2024-02-23,0,43,51830,大专及以下,普通,2020,36-45岁
L000690,C000134,2960000,24,消费贷,0,2024-02-24,0,40,70410,本科,金卡,2023,36-45岁
L000691,C000331,890000,48,经营贷,0,2024-02-25,0,42,67120,本科,钻石,2020,36-45岁
L000692,C000249,3240000,12,消费贷,0,2024-02-25,0,49,17250,大专及以下,金卡,2025,46-55岁
L000693,C000550,420000,36,消费贷,0,2024-02-26,0,51,65670,本科,金卡,2025,46-55岁
L000694,C000902,4030000,12,装修贷,0,2024-02-26,0,68,46990,大专及以下,普通,2024,66-75岁
L000695,C000941,2100000,48,消费贷,90,2024-02-27,1,65,23030,大专及以下,金卡,2023,56-65岁
L000696,C000075,2290000,24,经营贷,0,2024-02-28,0,59,60660,大专及以下,普通,2023,56-65岁
L000697,C000654,3500000,36,消费贷,0,2024-02-28,0,36,52500,研究生及以上,普通,2022,36-45岁
L000698,C000834,2750000,12,经营贷,3,2024-02-29,0,43,9990,大专及以下,普通,2020,36-45岁
L000699,C000168,4420000,12,装修贷,3,2024-02-29,0,47,58420,研究生及以上,金卡,2020,46-55岁
L000700,C000771,2790000,48,消费贷,0,2024-03-01,0,31,25330,大专及以下,普通,2024,26-35岁
L000702,C000885,3100000,24,经营贷,10,2024-03-02,0,67,48320,本科,金卡,2021,66-75岁
L000703,C000355,2080000,48,经营贷,0,2024-03-03,0,68,13790,本科,普通,2024,66-75岁
L000704,C000225,3210000,36,经营贷,0,2024-03-04,0,29,18920,大专及以下,普通,2024,26-35岁
L000705,C000664,1400000,12,装修贷,0,2024-03-04,0,33,3940,本科,普通,2020,26-35岁
L000706,C000531,2800000,48,消费贷,0,2024-03-05,0,47,73060,本科,普通,2024,46-55岁
L000707,C000146,340000,12,消费贷,0,2024-03-05,0,64,70430,大专及以下,普通,2024,56-65岁
L000708,C000960,3090000,12,装修贷,3,2024-03-06,0,49,13290,研究生及以上,普通,2024,46-55岁
L000710,C000884,180000,48,消费贷,0,2024-03-07,0,20,95610,大专及以下,普通,2020,18-25岁
L000711,C000893,570000,48,经营贷,0,2024-03-08,0,65,6250,大专及以下,普通,2024,56-65岁
L000712,C000344,1120000,48,经营贷,0,2024-03-08,0,31,42770,大专及以下,普通,2025,26-35岁
L000713,C000749,50000,48,消费贷,3,2024-03-09,0,50,88820,本科,普通,2024,46-55岁
L000714,C000035,4100000,12,消费贷,0,2024-03-10,0,59,63880,大专及以下,普通,2025,56-65岁
L000715,C000702,4140000,24,经营贷,60,2024-03-10,1,26,25280,大专及以下,普通,2024,26-35岁
L000716,C000001,1820000,24,消费贷,0,2024-03-11,0,56,4020,本科,普通,2024,56-65岁
L000717,C000996,130000,48,经营贷,0,2024-03-11,0,25,78050,研究生及以上,普通,2022,18-25岁
L000718,C000153,3390000,12,装修贷,10,2024-03-12,0,56,92840,大专及以下,金卡,2024,56-65岁
L000719,C000429,2850000,24,消费贷,0,2024-03-13,0,56,72010,大专及以下,普通,2020,56-65岁
L000720,C000945,2590000,24,消费贷,0,2024-03-13,0,40,7190,大专及以下,普通,2025,36-45岁
L000721,C000508,900000,24,消费贷,3,2024-03-14,0,42,94740,大专及以下,钻石,2024,36-45岁
L000722,C000126,1040000,12,消费贷,0,2024-03-14,0,45,55150,大专及以下,金卡,2023,36-45岁
L000723,C000491,3790000,48,经营贷,30,2024-03-15,1,34,43320,大专及以下,普通,2025,26-35岁
L000724,C000482,1860000,48,消费贷,90,2024-03-16,1,52,49060,本科,普通,2023,46-55岁
L000725,C000345,2500000,48,经营贷,0,2024-03-16,0,38,88050,研究生及以上,金卡,2024,36-45岁
L000726,C000912,2550000,36,消费贷,0,2024-03-17,0,44,56430,大专及以下,普通,2021,36-45岁
L000727,C000738,760000,36,消费贷,0,2024-03-18,0,37,67350,大专及以下,普通,2025,36-45岁
L000728,C000221,3860000,36,消费贷,0,2024-03-18,0,69,42460,大专及以下,普通,2023,66-75岁
L000729,C000915,4590000,12,消费贷,3,2024-03-19,0,69,34740,本科,普通,2021,66-75岁
L000730,C000919,1080000,24,消费贷,3,2024-03-19,0,32,7290,本科,金卡,2021,26-35岁
L000731,C000723,1560000,24,消费贷,0,2024-03-20,0,23,29960,本科,金卡,2025,18-25岁
L000732,C000025,820000,12,装修贷,0,2024-03-21,0,55,82520,本科,普通,2022,46-55岁
L000733,C000528,770000,12,经营贷,0,2024-03-21,0,22,6450,大专及以下,金卡,2025,18-25岁
L000734,C000182,4850000,48,消费贷,0,2024-03-22,0,45,47120,大专及以下,金卡,2024,36-45岁
L000735,C000499,4700000,48,消费贷,10,2024-03-22,0,26,25190,研究生及以上,金卡,2020,26-35岁
L000736,C000841,4600000,36,消费贷,0,2024-03-23,0,51,79670,大专及以下,普通,2023,46-55岁
L000737,C000641,2580000,36,消费贷,10,2024-03-24,0,47,22390,大专及以下,钻石,2022,46-55岁
L000738,C000042,1270000,12,消费贷,0,2024-03-24,0,69,94610,大专及以下,金卡,2021,66-75岁
L000739,C000915,4850000,36,消费贷,3,2024-03-25,0,69,34740,本科,普通,2021,66-75岁
L000740,C000481,3910000,24,消费贷,0,2024-03-25,0,64,49730,大专及以下,金卡,2023,56-65岁
L000741,C000930,2820000,12,消费贷,0,2024-03-26,0,34,71290,大专及以下,金卡,2023,26-35岁
L000742,C000848,4740000,12,消费贷,0,2024-03-27,0,45,35270,大专及以下,普通,2024,36-45岁
L000743,C000748,880000,24,消费贷,3,2024-03-27,0,42,88110,大专及以下,金卡,2024,36-45岁
L000744,C000872,2040000,48,经营贷,0,2024-03-28,0,21,96790,大专及以下,普通,2021,18-25岁
L000745,C000439,160000,48,消费贷,0,2024-03-28,0,53,58600,大专及以下,普通,2024,46-55岁
L000746,C000402,1510000,24,消费贷,0,2024-03-29,0,40,43250,大专及以下,普通,2022,36-45岁
L000747,C000546,4240000,24,经营贷,0,2024-03-30,0,40,21500,大专及以下,金卡,2024,36-45岁
L000748,C000345,2540000,36,装修贷,0,2024-03-30,0,38,88050,研究生及以上,金卡,2024,36-45岁
L000749,C000893,1880000,12,装修贷,60,2024-03-31,1,65,6250,大专及以下,普通,2024,56-65岁
L000750,C000045,3290000,36,经营贷,0,2024-04-01,0,68,97850,大专及以下,金卡,2021,66-75岁
L000751,C000646,320000,24,消费贷,0,2024-04-01,0,42,43860,大专及以下,金卡,2023,36-45岁
L000752,C000021,2710000,36,经营贷,0,2024-04-02,0,19,70490,本科,普通,2021,18-25岁
L000753,C000634,4850000,24,经营贷,0,2024-04-02,0,29,40300,大专及以下,普通,2021,26-35岁
L000754,C000070,3970000,36,消费贷,0,2024-04-03,0,67,54420,大专及以下,普通,2020,66-75岁
L000755,C000864,50000,36,经营贷,0,2024-04-04,0,38,61780,大专及以下,金卡,2021,36-45岁
L000757,C000048,3300000,24,消费贷,0,2024-04-05,0,26,68380,大专及以下,钻石,2022,26-35岁
L000758,C000491,3080000,36,消费贷,3,2024-04-05,0,34,43320,大专及以下,普通,2025,26-35岁
L000759,C000551,3330000,12,消费贷,0,2024-04-06,0,69,2450,大专及以下,金卡,2022,66-75岁
L000760,C000287,1690000,36,消费贷,60,2024-04-07,1,45,28170,本科,普通,2023,36-45岁
L000761,C000010,1810000,36,消费贷,0,2024-04-07,0,40,52260,大专及以下,普通,2020,36-45岁
L000762,C000542,3660000,12,经营贷,0,2024-04-08,0,53,82900,大专及以下,普通,2020,46-55岁
L000763,C000756,1780000,24,经营贷,0,2024-04-08,0,62,57550,本科,普通,2024,56-65岁
L000764,C000274,1430000,48,消费贷,0,2024-04-09,0,36,43430,本科,普通,2024,36-45岁
L000765,C000956,3620000,48,装修贷,90,2024-04-10,1,49,43930,大专及以下,普通,2024,46-55岁
L000766,C000600,2480000,48,消费贷,30,2024-04-10,1,43,20330,本科,钻石,2020,36-45岁
L000767,C000756,1270000,12,消费贷,0,2024-04-11,0,62,57550,本科,普通,2024,56-65岁
L000768,C000381,2630000,36,经营贷,0,2024-04-11,0,61,70810,大专及以下,钻石,2023,56-65岁
L000769,C000329,400000,24,经营贷,0,2024-04-12,0,42,57190,本科,金卡,2022,36-45岁
L000770,C000479,4120000,36,经营贷,0,2024-04-13,0,69,81440,本科,金卡,2022,66-75岁
L000771,C000015,4160000,48,装修贷,0,2024-04-13,0,53,66060,大专及以下,普通,2025,46-55岁
L000772,C000516,3550000,36,经营贷,30,2024-04-14,1,39,72260,本科,普通,2020,36-45岁
L000773,C000191,2550000,12,装修贷,60,2024-04-15,1,61,24710,大专及以下,钻石,2024,56-65岁
L000774,C000168,1430000,12,消费贷,90,2024-04-15,1,47,58420,研究生及以上,金卡,2020,46-55岁
L000775,C000521,2400000,24,经营贷,3,2024-04-16,0,33,10200,大专及以下,金卡,2025,26-35岁
L000776,C000621,2280000,24,装修贷,0,2024-04-16,0,52,83280,大专及以下,金卡,2024,46-55岁
L000777,C000137,3410000,48,经营贷,0,2024-04-17,0,52,29980,大专及以下,普通,2020,46-55岁
L000778,C000154,1980000,24,消费贷,0,2024-04-18,0,44,28120,大专及以下,普通,2020,36-45岁
L000779,C000388,650000,36,经营贷,0,2024-04-18,0,52,81410,本科,钻石,2025,46-55岁
L000780,C000209,3880000,12,经营贷,0,2024-04-19,0,26,99310,研究生及以上,普通,2025,26-35岁
L000781,C000272,110000,12,消费贷,3,2024-04-19,0,43,35320,研究生及以上,普通,2024,36-45岁
L000783,C000611,260000,24,消费贷,30,2024-04-21,1,28,97100,大专及以下,普通,2025,26-35岁
L000784,C000889,4450000,12,消费贷,10,2024-04-21,0,22,80040,研究生及以上,普通,2023,18-25岁
L000785,C000820,4210000,12,装修贷,90,2024-04-22,1,19,21560,本科,金卡,2021,18-25岁
L000786,C000069,1510000,12,消费贷,0,2024-04-22,0,53,92110,大专及以下,金卡,2021,46-55岁
L000787,C000247,2210000,48,消费贷,3,2024-04-23,0,49,88660,大专及以下,普通,2022,46-55岁
L000788,C000261,3410000,48,经营贷,0,2024-04-24,0,65,20900,大专及以下,普通,2021,56-65岁
L000789,C000788,4960000,24,经营贷,0,2024-04-24,0,45,3130,研究生及以上,普通,2025,36-45岁
L000790,C000079,2370000,12,消费贷,90,2024-04-25,1,43,56600,大专及以下,金卡,2020,36-45岁
L000791,C000658,2370000,24,装修贷,30,2024-04-25,1,45,38410,本科,普通,2025,36-45岁
L000792,C000623,4970000,12,经营贷,0,2024-04-26,0,52,90870,研究生及以上,普通,2025,46-55岁
L000793,C000770,2190000,12,经营贷,0,2024-04-27,0,66,2160,大专及以下,金卡,2022,66-75岁
L000794,C000605,4870000,12,经营贷,0,2024-04-27,0,58,92790,大专及以下,普通,2021,56-65岁
L000795,C000525,4240000,24,经营贷,0,2024-04-28,0,46,86020,大专及以下,普通,2025,46-55岁
L000796,C000772,4610000,24,消费贷,30,2024-04-29,1,32,55630,大专及以下,普通,2021,26-35岁
L000797,C000938,1510000,12,消费贷,0,2024-04-29,0,30,36680,大专及以下,普通,2023,26-35岁
L000798,C000621,1230000,36,经营贷,0,2024-04-30,0,52,83280,大专及以下,金卡,2024,46-55岁
L000799,C000330,1440000,24,装修贷,0,2024-04-30,0,52,84560,本科,普通,2022,46-55岁
L000800,C000189,4780000,48,消费贷,0,2024-05-01,0,45,33280,大专及以下,普通,2023,36-45岁
L000801,C000095,1890000,24,经营贷,0,2024-05-02,0,35,70880,研究生及以上,普通,2025,26-35岁
L000802,C000617,2550000,12,装修贷,30,2024-05-02,1,27,54700,大专及以下,普通,2023,26-35岁
L000803,C000008,680000,36,消费贷,0,2024-05-03,0,56,69090,本科,普通,2025,56-65岁
L000804,C000067,1040000,12,消费贷,0,2024-05-03,0,31,11630,大专及以下,普通,2023,26-35岁
L000805,C000496,3360000,48,消费贷,0,2024-05-04,0,43,68370,大专及以下,普通,2023,36-45岁
L000806,C000191,1590000,24,经营贷,0,2024-05-05,0,61,24710,大专及以下,钻石,2024,56-65岁
L000807,C000366,3090000,24,消费贷,10,2024-05-05,0,44,32860,大专及以下,普通,2022,36-45岁
L000808,C000768,3620000,12,消费贷,0,2024-05-06,0,64,52090,大专及以下,普通,2025,56-65岁
L000809,C000521,4090000,12,经营贷,3,2024-05-06,0,33,10200,大专及以下,金卡,2025,26-35岁
L000810,C000990,3000000,48,经营贷,0,2024-05-07,0,60,47120,大专及以下,普通,2023,56-65岁
L000811,C000117,3960000,36,消费贷,0,2024-05-08,0,34,3350,本科,普通,2024,26-35岁
L000812,C000267,900000,48,消费贷,0,2024-05-08,0,46,48570,大专及以下,金卡,2025,46-55岁
L000813,C000611,3570000,36,经营贷,0,2024-05-09,0,28,97100,大专及以下,普通,2025,26-35岁
L000814,C000485,2560000,24,装修贷,10,2024-05-09,0,33,72240,大专及以下,普通,2022,26-35岁
